"","budget","score","year","gross","usa"
"4459",11,6.6,29,0.161789,0
"4460",0.8,6.3,29,0.128002,1
"4461",1.4,7.9,29,1.329249,0
"4462",4,6,29,0.569381,0
"4463",25,7.4,29,19.375982,0
"4464",3.2,6.3,29,4.265673,1
"4465",15,5.5,29,2.982281,1
"4466",15,6.4,29,0.613556,0
"4467",20,7.4,29,6.420319,0
"4468",8,5.1,29,1.712111,1
"4469",5,4.7,29,4.700361,1
"4470",6,5.4,30,0.17768,1
"4471",125,5.9,30,54.645723,1
"4472",30,8.2,30,151.101803,1
"4473",175,6.2,30,325.100054,1
"4474",75,7.1,30,270.329045,1
"4475",180,7.4,30,234.037575,0
"4476",150,7.6,30,248.757044,1
"4477",90,6.9,30,93.381044,1
"4478",44,7.4,30,86.198014,1
"4479",30,6.6,30,8.574339,1
"4480",22.5,7.5,30,10.639114,1
"4481",25,7.8,30,169.380936,1
"4482",47,8,30,100.546139,1
"4483",125,6.5,30,153.707064,1
"4484",200,7.9,30,532.177324,1
"4485",40,8.2,30,67.115062,0
"4486",58,8,30,363.070709,1
"4487",9,7.3,30,138.141585,0
"4488",110,7,30,100.014699,1
"4489",250,6.6,30,330.360194,1
"4490",185,7.1,30,158.84834,1
"4491",165,7.5,30,232.64192,1
"4492",12,8.1,30,51.694854,0
"4493",250,7.9,30,408.084349,1
"4494",40,7.4,30,102.470008,0
"4495",20,7.4,30,56.245075,0
"4496",45,6.5,30,75.311445,1
"4497",178,7,30,155.442489,1
"4498",8.5,7.9,30,47.69512,1
"4499",150,8,30,341.268248,1
"4500",85,7.1,30,40.069087,0
"4501",40,5.6,30,26.830068,0
"4502",1.5,7.5,30,27.850912,1
"4503",9.9,7.2,30,89.210468,1
"4504",12,7.6,30,26.86245,1
"4505",110,5.7,30,66.002193,1
"4506",110,6.7,30,87.242834,0
"4507",46,7.2,30,7.079191,1
"4508",120,6.7,30,162.43441,0
"4509",9,7.4,30,14.260193,1
"4510",25,7.2,30,12.785093,1
"4511",180,6.3,30,126.643061,0
"4512",35,5.8,30,30.34826,1
"4513",20,6.7,30,7.222964,1
"4514",50,7.4,30,36.261763,1
"4515",43,7.5,30,3.730982,0
"4516",60,7.5,30,125.070033,1
"4517",20,6.2,30,113.257297,1
"4518",30,6.8,30,12.760985,0
"4519",40,6.4,30,8.106986,1
"4520",150,6,30,45.157105,1
"4521",40,7.1,30,43.017433,1
"4522",38,6.3,30,60.269575,1
"4523",9,6.8,30,13.958679,0
"4524",108,6.4,30,10.377558,1
"4525",75,6.6,30,368.38433,0
"4526",140,5.4,30,31.153464,1
"4527",40,5.8,30,14.896798,1
"4528",60,6.1,30,58.39916,0
"4529",19,6.2,30,97.661826,1
"4530",50,7.3,30,52.853219,0
"4531",36,6.8,30,30.982955,1
"4532",75,6.2,30,34.343574,1
"4533",5,5.8,30,5.300675,0
"4534",13,7.4,30,3.439171,0
"4535",144,5.3,30,128.344089,1
"4536",15,7.2,30,71.897215,1
"4537",20,6.6,30,38.562379,1
"4538",160,6.9,30,47.36529,0
"4539",33,6,30,46.007113,1
"4540",90,6.5,30,65.07554,0
"4541",175,7.5,30,364.001123,0
"4542",7,6.2,30,1.333124,0
"4543",110,7.2,30,61.284947,0
"4544",17,6.3,30,55.121623,1
"4545",24,7.2,30,57.642961,1
"4546",23,7.4,30,15.785632,0
"4547",5,6.1,30,10.164675,1
"4548",45,7.4,30,31.886361,0
"4549",4.9,6.4,30,67.235683,1
"4550",40,7.3,30,21.587519,0
"4551",200,7.4,30,486.295561,1
"4552",115,6.1,30,47.95202,1
"4553",10,6.5,30,1.798472,0
"4554",20,7.2,30,12.545979,0
"4555",165,5.3,30,103.144286,1
"4556",50,6.3,30,127.440871,1
"4557",8,5.8,30,3.912052,1
"4558",28,5.8,30,10.907291,1
"4559",100,5.7,30,26.384681,1
"4560",31.5,6.3,30,14.268533,1
"4561",28,7,30,15.42587,0
"4562",27.5,6,30,35.537564,1
"4563",70,6.8,30,72.655779,1
"4564",6,6.2,30,1.305195,0
"4565",25,5.8,30,17.356894,1
"4566",3,7,30,4.208879,1
"4567",38,5.2,30,34.912982,1
"4568",135,6,30,82.051601,1
"4569",60,5.9,30,62.52426,0
"4570",9,6.1,30,34.904885,1
"4571",35,5.7,30,55.291815,1
"4572",60,7.8,30,48.023088,1
"4573",35,6.6,30,24.25242,0
"4574",20,6.3,30,12.626905,1
"4575",22,6.3,30,30.080225,0
"4576",8,6,30,35.794166,1
"4577",6,6.8,30,4.847865,1
"4578",30,6.7,30,11.103205,1
"4579",170,6.2,30,77.042381,1
"4580",29,6.9,30,27.370107,0
"4581",18,6.7,30,3.707794,1
"4582",10,6,30,79.00308,1
"4583",35,6.2,30,6.864016,0
"4584",105,5.7,30,64.063008,1
"4585",50,4.7,30,28.848693,1
"4586",10,7,30,3.369431,1
"4587",40,5.6,30,21.20326,0
"4588",125,5.7,30,33.370166,1
"4589",45,5.8,30,54.730514,1
"4590",7,7.4,30,5.663855,1
"4591",140,6.4,30,55.48377,1
"4592",80,6.8,30,27.550735,1
"4593",20,6.7,30,9.393835,1
"4594",38,6.1,30,46.813366,1
"4595",10,4.7,30,6.883951,0
"4596",0.25,5.9,30,3.84729,1
"4597",73,6.3,30,107.509366,0
"4598",1.5,5,30,0.77982,0
"4599",15,5.7,30,1.658706,1
"4600",40,6.3,30,1.721524,0
"4601",65,6.7,30,76.204454,1
"4602",27,6.5,30,41.012075,1
"4603",50,6.9,30,20.758378,1
"4604",25,5.6,30,32.463917,1
"4605",25,5.7,30,3.647836,1
"4606",145,7.1,30,143.528619,0
"4607",9,7,30,7.696098,0
"4608",20,4.7,30,73.159525,1
"4609",10,4.8,30,26.583369,1
"4610",35,6.6,30,23.049575,1
"4611",10,4.6,30,3.771397,0
"4612",8,7.4,30,0.03507,0
"4613",14,6.8,30,3.901302,0
"4614",8.5,6.3,30,15.858754,1
"4615",5,5,30,20.747013,0
"4616",30,6.1,30,4.198126,0
"4617",20,6.6,30,4.711736,0
"4618",30,5.3,30,19.637449,0
"4619",21.5,5.7,30,2.280004,0
"4620",15,6.3,30,20.566327,1
"4621",13,7,30,61.693523,1
"4622",29,5.4,30,63.034755,1
"4623",26,5.5,30,17.664973,1
"4624",0.13,6.9,30,0.013557,1
"4625",8,7.7,30,0.685143,1
"4626",0.9,6,30,9.093856,1
"4627",15,3.9,30,2.41158,1
"4628",10,6.6,30,4.072226,0
"4629",20,6.3,30,0.039,0
"4630",18,6,30,59.573085,1
"4631",17,6,30,41.71586,1
"4632",5,5.2,30,4.790573,1
"4633",4,4.4,30,10.732841,1
"4634",3,6.5,30,14.013564,0
"4635",3.8,6.5,30,1.016872,1
"4636",8.5,6.1,30,19.985196,1
"4637",20,6.3,30,36.874745,1
"4638",3.5,6.5,30,3.775,1
