"","budget","score","year","gross","usa"
"2254",25,5.3,16,40.108697,1
"2255",12,6.4,16,0.333976,1
"2256",15.6,4.5,16,13.571817,1
"2257",3.5,6,16,17.504595,1
"2258",0.25,7.2,16,3.80239,1
"2259",3,5.9,16,13.684949,1
"2260",11,6.6,16,0.527019,0
"2261",6,3.6,17,0.0018,1
"2262",140,8,17,305.413918,1
"2263",30,8.1,17,70.099045,1
"2264",94,8.9,17,377.845905,1
"2265",40,7.7,17,59.696144,0
"2266",3,8.4,17,0.707481,0
"2267",17,5.6,17,35.667218,1
"2268",25,8,17,90.135191,1
"2269",137,5.7,17,132.177234,1
"2270",94,8.1,17,380.843261,1
"2271",4,7.8,17,44.585453,1
"2272",9.2,6.2,17,80.571655,1
"2273",1.5,6.8,17,4.59968,1
"2274",4.5,7.3,17,34.46921,0
"2275",12.6,6.1,17,15.417771,1
"2276",40,5.8,17,138.614544,1
"2277",150,7.2,17,281.492479,1
"2278",20,7.1,17,67.406573,1
"2279",22,7,17,51.97069,1
"2280",70,8,17,66.257002,1
"2281",78,5.3,17,0.431881,1
"2282",140,7.7,17,111.110575,1
"2283",35,7.1,17,81.261177,1
"2284",200,6.3,17,150.371112,1
"2285",60,7,17,106.128601,1
"2286",30,7.3,17,52.159536,1
"2287",30,5.8,17,82.622655,1
"2288",24,7.2,17,75.585093,1
"2289",76,5.9,17,127.154901,1
"2290",150,6.7,17,139.313948,0
"2291",78,5.8,17,66.465204,1
"2292",100,6.9,17,48.462608,0
"2293",7,6,17,12.634962,1
"2294",68,5.5,17,33.715436,1
"2295",95,5.5,17,65.660196,1
"2296",79,7.2,17,95.636509,0
"2297",81,6.7,17,242.829261,1
"2298",110,7.5,17,214.949694,0
"2299",150,7.4,17,93.92792,1
"2300",22,7.5,17,58.331254,1
"2301",85,6.7,17,47.726342,1
"2302",33,6.9,17,173.398518,1
"2303",50,6.4,17,105.813373,1
"2304",109,3.8,17,101.149285,1
"2305",26,6.1,17,110.230332,1
"2306",120,4.8,17,100.830111,1
"2307",130,6.6,17,138.608444,1
"2308",55,6.3,17,104.565114,1
"2309",30,7.6,17,41.40747,1
"2310",26,6.2,17,46.961214,1
"2311",20,7.7,17,16.248701,1
"2312",50,7.6,17,19.59374,1
"2313",2.8,8.1,17,0.014131,0
"2314",15,7.6,17,13.005485,1
"2315",17,5.4,17,42.67263,1
"2316",29,6.4,17,56.35978,1
"2317",60,5.5,17,31.186896,1
"2318",48,5.5,17,110.003217,1
"2319",65,6.4,17,63.860942,1
"2320",10,5,17,0.365734,1
"2321",75,6.2,17,135.645823,1
"2322",35,6.3,17,20.298207,1
"2323",30,6.3,17,5.381227,0
"2324",0.12,5.7,17,30.610863,1
"2325",18,6.8,17,43.610723,1
"2326",70,6.6,17,43.734876,1
"2327",75,5.3,17,30.013346,1
"2328",38,4.2,17,111.761982,1
"2329",60,6.7,17,26.483452,1
"2330",20,5.8,17,35.990505,1
"2331",60,6.5,17,26.900336,1
"2332",80,6.7,17,124.728738,1
"2333",40,5.8,17,59.69458,1
"2334",80,6,17,116.93465,1
"2335",35,6.1,17,28.082366,0
"2336",26,5,17,47.811138,1
"2337",90,4.9,17,75.847266,1
"2338",50,6.5,17,26.53612,0
"2339",23,7.1,17,60.060328,1
"2340",30,5.2,17,15.589458,1
"2341",60,6.3,17,53.790451,1
"2342",62,7.3,17,36.90646,1
"2343",60,5.5,17,104.297061,1
"2344",46,6.6,17,52.80214,1
"2345",3,7.2,17,1.227,1
"2346",128,6.8,17,85.336277,1
"2347",36,6.1,17,26.183197,1
"2348",16,5.1,17,34.308901,1
"2349",33,5.6,17,132.716677,1
"2350",35,6.5,17,4.426297,0
"2351",80,5.6,17,19.481943,1
"2352",80,5.7,17,20.991364,0
"2353",50,6.5,17,40.905277,1
"2354",5,6.6,17,1.056102,0
"2355",60,7.1,17,49.443628,1
"2356",55,5.8,17,33.832741,1
"2357",60,4.4,17,66.934963,1
"2358",60,6.3,17,35.327628,1
"2359",11,5,17,32.551396,1
"2360",18,5.3,17,30.22264,1
"2361",54,2.4,17,6.068735,1
"2362",12,5.3,17,4.750602,0
"2363",38,5.2,17,7.659747,1
"2364",55,6,17,34.238611,1
"2365",19,3.4,17,26.276465,1
"2366",18,5.4,17,56.127162,1
"2367",50,6.2,17,60.476872,1
"2368",45,4.7,17,90.186328,1
"2369",87,7.3,17,120.277854,1
"2370",20,6.1,17,36.92219,1
"2371",0.5,7.7,17,5.739376,1
"2372",7,2,17,10.249719,0
"2373",30,5.8,17,34.604054,1
"2374",35,6.9,17,52.277485,1
"2375",41,5.2,17,22.108977,0
"2376",56,6.3,17,12.870569,1
"2377",6,7.2,17,2.220008,1
"2378",20,5.6,17,15.408822,1
"2379",22,6.2,17,6.886089,0
"2380",12,2.1,17,4.922166,1
"2381",5,6.3,17,0.728253,1
"2382",18,6.4,17,3.203044,1
"2383",52,5.5,17,23.020488,1
"2384",40,5.7,17,20.440627,1
"2385",25,5.6,17,39.39975,1
"2386",35.2,5.4,17,37.788228,1
"2387",9.5,7.8,17,7.002255,0
"2388",17,5.6,17,22.734486,1
"2389",2.5,6.9,17,0.548712,1
"2390",40,5.9,17,9.692135,0
"2391",0.78,6.8,17,1.31047,1
"2392",10,6.9,17,31.041759,0
"2393",8,7.1,17,1.174139,0
"2394",15,6.7,17,12.212417,1
"2395",3.2,7,17,8.24388,1
"2396",17,6.9,17,1.571504,0
"2397",4,6.7,17,0.732241,1
"2398",0.3,7.1,17,2.528664,1
"2399",0.85,7.1,17,0.819939,1
"2400",14,4.7,17,15.550605,1
"2401",16,5.6,17,14.108518,1
"2402",20,5.4,17,47.887943,1
"2403",8,5.6,17,0.336456,1
"2404",17,5.1,17,37.56623,1
"2405",15,5.5,17,30.238577,1
"2406",5,6.9,17,0.896993,0
"2407",7.5,6.2,17,0.197148,0
"2408",6.8,6.4,17,0.033225,1
"2409",15,6.4,17,2.281585,0
"2410",30,5.6,17,14.208384,1
"2411",5.74,6.7,17,0.647054,0
"2412",15,7.2,17,0.019067,0
"2413",10,7.1,17,1.011054,0
"2414",0.02,7.3,17,0.007221,1
"2415",1,6.1,17,0.279282,1
"2416",29,7.9,18,81.001787,1
"2417",1.2,7.7,18,56.000369,1
"2418",175,7.2,18,133.378256,1
"2419",60,6.5,18,114.19752,1
"2420",66,6.8,18,59.623958,1
"2421",17,7,18,86.058055,1
"2422",130,7.8,18,249.358727,0
"2423",92,8,18,261.441092,1
"2424",20,8.3,18,34.400301,1
"2425",125,6.4,18,186.740799,1
"2426",30,8,18,66.208183,1
"2427",33,6.5,18,33.682273,1
"2428",25,6.6,18,17.718223,1
"2429",160,6,18,120.177084,1
"2430",70,7.3,18,51.268815,0
"2431",25,6.8,18,14.589444,1
"2432",37,5.5,18,70.83176,1
"2433",5,7.7,18,1.082715,0
"2434",6.5,7.8,18,54.5803,1
"2435",0.4,6.9,18,44.540956,1
"2436",30,8.1,18,100.492203,1
"2437",13,7.7,18,57.938693,1
"2438",12,4.9,18,17.083732,0
"2439",26,7.3,18,59.020957,1
"2440",30,7.2,18,370.78293,1
"2441",50,7.3,18,24.006726,1
"2442",27,7.3,18,33.987757,1
"2443",24,8.2,18,4.711096,0
"2444",110,7.5,18,102.608827,0
"2445",20,6.7,18,114.326736,1
"2446",120,6.3,18,51.882244,1
"2447",140,6.8,18,118.627117,1
"2448",37,6.1,18,57.231747,1
"2449",25,7.7,18,51.680613,1
"2450",200,7.3,18,373.585825,1
"2451",65,7.6,18,101.005703,1
"2452",120,7.1,18,144.801023,1
"2453",75,7.8,18,176.241941,1
"2454",150,7.2,18,436.471036,1
"2455",70,7.7,18,77.911774,1
"2456",155,5.5,18,34.297191,0
"2457",105,6.7,18,57.761012,1
"2458",20,5.9,18,51.438175,1
"2459",60,7.3,18,77.872883,1
"2460",12,7.5,18,71.503593,1
"2461",75,6.8,18,120.908074,1
"2462",26,7.2,18,85.288303,1
"2463",60,5.6,18,80.282231,1
"2464",100,6.9,18,173.008894,1
"2465",40,5.7,18,95.170481,1
"2466",65,5.9,18,52.411906,1
"2467",30,7.3,18,61.188085,0
"2468",110,6.5,18,125.54428,1
"2469",42,5.9,18,88.097164,1
"2470",25,6,18,14.16159,1
"2471",0.007,6.9,18,0.42476,1
"2472",9,7.1,18,18.225165,1
"2473",30,7.2,18,32.774834,1
"2474",35,6.3,18,22.918387,1
"2475",2.5,7.5,18,26.782316,1
"2476",90,5.2,18,59.484742,1
"2477",10,5.3,18,9.43639,1
"2478",10,5.9,18,110.359362,1
"2479",15,4.6,18,29.331068,0
"2480",165,6.6,18,183.373735,1
"2481",45,6.2,18,51.201453,0
"2482",2.7,8,18,5.792822,1
"2483",17.5,8.1,18,23.4729,0
"2484",40,6.6,18,48.0229,1
"2485",80,6.3,18,279.26116,1
"2486",80,6.6,18,65.95563,1
"2487",75,6,18,160.861908,1
"2488",45,6.2,18,32.682342,1
"2489",100,3.3,18,40.202379,1
"2490",20,7.8,18,17.108591,0
"2491",35,6.2,18,39.799191,1
"2492",56,6.2,18,45.860039,1
"2493",80,5,18,84.216833,1
"2494",80,6.4,18,42.044321,1
"2495",70,6.1,18,37.76008,1
"2496",110,5.8,18,24.008137,1
"2497",30,7,18,85.417988,1
"2498",28,7.5,18,64.378093,0
"2499",40,7.7,18,75.3316,1
"2500",40,5.9,18,40.226215,0
"2501",15,5.9,18,10.41198,1
"2502",47,7.7,18,6.167817,0
"2503",30,7,18,12.831121,1
"2504",25,4.4,18,36.611066,1
"2505",60,6.1,18,88.237754,1
"2506",45,6.1,18,21.00918,1
"2507",23,6.1,18,12.189514,1
"2508",18,5.2,18,16.702864,1
"2509",31,6.3,18,17.001133,0
"2510",3.5,5.3,18,0.096793,1
"2511",25,6.5,18,32.00362,1
"2512",27,6.4,18,4.480744,0
"2513",22,6.7,18,12.784713,1
"2514",35,5,18,75.369589,1
"2515",11,7.1,18,10.214647,1
"2516",42,5.8,18,66.641205,1
"2517",19,5.9,18,58.169327,1
"2518",35,6.2,18,25.266129,1
"2519",23,6.2,18,16.136476,1
"2520",12,7.5,18,0.261481,0
"2521",16,4.4,18,13.922211,1
"2522",57,4.2,18,6.768055,0
"2523",50,5.1,18,41.821986,1
"2524",8.6,5.7,18,4.992159,1
"2525",24,5.6,18,17.071962,1
"2526",40,5.7,18,10.387706,1
"2527",5,6.8,18,8.940582,1
"2528",100,6.7,18,67.286731,1
"2529",0.5,7.3,18,0.603951,1
"2530",8,3.5,18,40.066497,1
"2531",60,5.2,18,73.780539,1
"2532",58,6.3,18,28.328132,1
"2533",40,4,18,21.215059,1
"2534",23,6.7,18,6.318709,0
"2535",15,5.1,18,1.339668,1
"2536",30,4.9,18,14.018364,1
"2537",30,5,18,9.05501,1
"2538",18,7.1,18,3.765585,1
"2539",20,6.1,18,5.005883,0
"2540",5,7.5,18,5.211842,0
"2541",60,6.2,18,13.399812,0
"2542",7,6.2,18,6.601079,0
"2543",50,4.9,18,6.471394,1
"2544",26,4.5,18,23.222861,1
"2545",50,6.1,18,57.89046,1
"2546",107,6,18,22.414961,1
"2547",55,6.5,18,74.541707,1
"2548",25,4.6,18,32.238923,1
"2549",50,6,18,37.486138,1
"2550",20,2,18,9.109322,0
"2551",40,4.8,18,12.181484,1
"2552",40,5.5,18,16.323969,1
"2553",20,6.6,18,13.337299,0
"2554",4.2,6.5,18,1.487477,0
"2555",7,7.9,18,2.921738,0
"2556",50,5.2,18,25.19505,0
"2557",110,5.4,18,50.030461,1
"2558",26,6.5,18,45.489752,1
"2559",26,4.3,18,48.116322,1
"2560",12,4.4,18,31.179516,1
"2561",5,5.2,18,0.101107,1
"2562",19.25,6.6,18,4.434432,0
"2563",28,5.9,18,17.848322,0
"2564",3,7.5,18,6.517198,0
"2565",8,5.3,18,0.365134,1
"2566",6,7,18,0.371081,1
"2567",35,5.3,18,20.422207,1
"2568",11,7.7,18,3.753806,0
"2569",6.5,6.7,18,0.070527,1
"2570",26,5.2,18,14.469428,1
"2571",27,5.9,18,8.725813,0
"2572",0.05,5.9,18,0.155212,1
"2573",25,4.8,18,14.379751,0
"2574",18,5.7,18,65.111277,1
"2575",18,7,18,7.739049,0
"2576",3,6.3,18,2.037545,1
"2577",1,8.1,18,0.238507,0
"2578",30,5.5,18,21.800302,1
"2579",12,7.4,18,0.195378,0
"2580",45,5.3,18,11.663156,1
"2581",20,6.3,18,8.05428,1
"2582",6.5,6.8,18,1.029872,1
"2583",20,4.6,18,19.76269,0
"2584",40,7,19,29.077547,1
"2585",150,6.7,19,206.459076,1
"2586",150,7.7,19,290.013036,0
"2587",150,8.3,19,206.852432,1
"2588",40,7.9,19,25.514517,1
"2589",54,8.2,19,70.511035,1
"2590",40,8,19,74.10382,1
"2591",28,7.8,19,38.405088,0
"2592",50,6.8,19,51.085416,0
"2593",14,7.7,19,83.043761,1
"2594",40,7,19,209.218368,1
"2595",180,6.9,19,291.709845,1
"2596",82,6.4,19,158.11946,1
"2597",4.8,5.9,19,47.326473,1
"2598",130,7.2,19,47.398413,1
"2599",113,7.6,19,380.262555,1
"2600",132,6.5,19,234.280354,1
"2601",100,6.9,19,75.976178,1
"2602",43,4.8,19,24.409722,0
"2603",28,7.9,19,119.519402,1
"2604",19,6,19,65.233369,1
"2605",70,6.6,19,179.495555,1
"2606",207,7.2,19,218.080025,0
"2607",26,7.1,19,109.449237,1
"2608",120,6.5,19,186.336279,1
"2609",4,6.6,19,87.039965,1
"2610",1.5,7.4,19,7.3621,1
"2611",7,6.9,19,17.044981,1
"2612",40,7.4,19,53.359111,1
"2613",35,6.2,19,63.946815,1
"2614",126,6.9,19,35.818913,1
"2615",15,6.1,19,31.726995,1
"2616",88,8,19,61.649911,1
"2617",72,7,19,62.65822,1
"2618",70,7.6,19,47.403685,0
"2619",53,5.7,19,56.046979,1
"2620",52,6.6,19,34.639939,1
"2621",32,7.5,19,31.493782,1
"2622",100,5.7,19,154.69608,1
"2623",15,7.7,19,23.089926,0
"2624",65,6.1,19,29.258869,1
"2625",25,6.6,19,47.14411,1
"2626",75,6.9,19,193.595521,1
"2627",50,5.1,19,80.270227,1
"2628",50,7.6,19,24.149632,1
"2629",0.95,7.1,19,1.007962,1
"2630",55,6.2,19,89.707299,1
"2631",85,7.4,19,57.490508,1
"2632",20,6.7,19,75.072454,1
"2633",30,6.7,19,12.712093,1
"2634",30,5.3,19,32.0648,0
"2635",60,5.5,19,82.571173,1
"2636",45,6.9,19,74.494381,1
"2637",50,3.5,19,39.177684,1
"2638",15,7.6,19,4.243756,1
"2639",3,6.8,19,16.124543,1
"2640",88,5.9,19,37.916267,1
"2641",62,5.5,19,25.857987,1
"2642",25,6.5,19,39.008741,1
"2643",60,4.4,19,26.873932,1
"2644",26,6.5,19,57.891803,1
"2645",75,6.3,19,128.200012,1
"2646",58,6.7,19,48.31813,1
"2647",0.475,7.4,19,2.060589,1
"2648",75,5.9,19,46.464023,1
"2649",30,7.3,19,67.264877,1
"2650",50,4.8,19,66.023816,1
"2651",70,5.5,19,43.000262,1
"2652",56,5.6,19,113.086868,0
"2653",30,5.9,19,51.100486,1
"2654",1,6.3,19,16.18818,0
"2655",150,5.8,19,135.386665,1
"2656",25,7.1,19,11.008432,1
"2657",22,6.6,19,36.024076,1
"2658",43,6.5,19,47.806295,1
"2659",50,5.8,19,18.472363,1
"2660",60,5.2,19,28.03125,0
"2661",7.9,6.8,19,0.67124,0
"2662",32,6.3,19,43.0956,0
"2663",15,6.2,19,20.700082,0
"2664",7,7.4,19,28.74757,1
"2665",45,6.4,19,19.377727,1
"2666",10,7.2,19,13.74496,1
"2667",130,6,19,68.671925,0
"2668",6.5,7.6,19,24.792061,1
"2669",50,7,19,50.82462,1
"2670",2,6.9,19,3.337931,1
"2671",50,6.9,19,3.626883,1
"2672",17.5,6.5,19,51.386611,1
"2673",17,6.3,19,60.062868,1
"2674",29,7.1,19,6.303762,0
"2675",45,5.4,19,53.412862,1
"2676",5.5,5.7,19,50.633099,1
"2677",20,6.8,19,7.524766,1
"2678",50,5.4,19,76.231249,1
"2679",2,7.4,19,1.900725,0
"2680",50,6,19,10.169202,0
"2681",84,2.2,19,17.018422,1
"2682",30,6.6,19,21.835784,1
"2683",60,5.5,19,82.931301,0
"2684",30,5.6,19,25.473352,1
"2685",40,5.1,19,30.98185,1
"2686",30,5.1,19,15.007991,1
"2687",19.3,6.5,19,0.066453,0
"2688",18,3.6,19,29.511112,1
"2689",35,7.3,19,18.324242,1
"2690",25,7.8,19,5.128124,0
"2691",100,6.1,19,110.332737,1
"2692",57,6.4,19,26.838389,1
"2693",7.5,7.5,19,31.501218,1
"2694",8,7.4,19,22.201636,1
"2695",22,4.6,19,22.264487,1
"2696",85,4.8,19,62.252415,1
"2697",30,7.5,19,56.110897,0
"2698",3.2,6.4,19,0.054556,1
"2699",20,2.3,19,5.178569,0
"2700",15,7.4,19,5.023275,0
"2701",30,7,19,8.586392,1
"2702",45,5,19,48.478006,1
"2703",45,7,19,24.520892,0
"2704",80,6.4,19,72.708161,0
"2705",32,4.6,19,82.674398,1
"2706",38,5,19,19.297522,0
"2707",30,6.2,19,42.071069,1
"2708",135,5,19,32.116746,1
"2709",45,5.6,19,52.580895,1
"2710",1.5,6.7,19,0.712294,1
"2711",0.9,6.4,19,0.381186,1
"2712",20,6.3,19,19.976073,0
"2713",25,6.5,19,0.871527,0
"2714",35,5.9,19,68.915888,1
"2715",25,2.9,19,2.40542,0
"2716",20,4.1,19,46.752382,1
"2717",14,6.4,19,32.645546,1
"2718",2.5,6.6,19,0.305688,1
"2719",10,6.7,19,4.280577,1
"2720",80,6.7,19,10.166502,1
"2721",30,5.9,19,43.894863,1
"2722",1,5.9,19,10.047674,1
"2723",30,5.8,19,32.868349,1
"2724",1,7.4,19,9.015303,1
"2725",33.1,5.1,19,16.808336,1
"2726",40,5.4,19,19.699706,1
"2727",20,6.2,19,22.862049,1
"2728",16,4.1,19,3.101301,1
"2729",25,5.5,19,16.247775,1
"2730",7,7.5,19,1.705595,1
"2731",30,5.2,19,49.772522,1
"2732",3.5,6.1,19,2.068323,1
"2733",1,7,19,2.678691,1
"2734",22,6.6,19,12.482775,1
"2735",22,7.8,19,1.054361,0
"2736",14.2,7.4,19,0.078378,0
"2737",4,6.6,19,1.325073,1
"2738",80,4.2,19,1.891821,0
"2739",10,5.5,19,56.386759,0
"2740",30,5.3,19,0.251495,1
"2741",4,6.9,19,0.864959,0
"2742",9,6.9,19,18.761993,1
"2743",0.169,6.8,19,1.618957,0
"2744",14,5,19,16.298046,0
"2745",2,7.3,19,3.885134,1
"2746",3.8,5.2,19,0.167723,1
"2747",20,7.1,19,11.034436,0
"2748",32,6.9,19,32.701088,1
"2749",16,6.7,19,1.666262,0
"2750",1,5.4,19,0.044785,1
"2751",35,5.6,19,19.447478,0
"2752",3,7.3,19,2.912363,0
"2753",6.8,7,19,0.049526,1
"2754",10,6.8,19,12.594698,0
"2755",33,5.5,19,8.326035,0
"2756",7.5,4,19,0.143615,1
"2757",3.5,6.4,19,0.101228,1
"2758",2.5,6.6,19,0.247141,1
"2759",12.5,7,19,0.323331,0
"2760",0.5,8,19,0.079943,0
"2761",40,8.5,20,53.089891,1
"2762",90,8.5,20,132.384315,1
"2763",65,7.7,20,210.614939,1
"2764",225,7.3,20,423.315812,1
"2765",35,7.3,20,10.14401,1
"2766",76,7.9,20,35.552383,1
"2767",150,8,20,167.44596,0
"2768",40,7.8,20,50.866635,1
"2769",35,6.8,20,124.74046,1
"2770",2,8.5,20,11.286112,0
"2771",120,7.1,20,244.082982,1
"2772",50,6.6,20,46.982632,0
"2773",55,8,20,163.566459,1
"2774",8,7.8,20,59.891098,1
"2775",0.7,7.2,20,2.694973,1
"2776",15,6.4,20,41.778863,1
"2777",85,6.9,20,63.224849,1
"2778",20,6.4,20,2.339735,1
"2779",85,6,20,62.514415,1
"2780",125,6.6,20,217.536138,1
"2781",40,6.4,20,15.962471,1
"2782",100,8,20,57.366262,0
"2783",35,6.9,20,7.458269,1
"2784",45,7.6,20,88.513495,1
"2785",25,7.5,20,34.302837,0
"2786",10,6.2,20,80.238724,1
"2787",16,5.9,20,39.517763,1
"2788",17,6.7,20,35.662731,0
"2789",16,7.6,20,39.868642,1
"2790",24,7.2,20,70.270943,1
"2791",210,6.7,20,234.362462,0
"2792",70,6.4,20,137.355633,1
"2793",52,5.8,20,118.703275,1
"2794",75,7,20,64.038616,1
"2795",12,6.5,20,65.328121,1
"2796",135,6,20,63.45047,1
"2797",209,6.1,20,200.081192,1
"2798",18,5.8,20,41.011711,1
"2799",72.5,6.6,20,148.213377,1
"2800",150,6.9,20,134.029801,1
"2801",18,7.3,20,128.505958,1
"2802",27,7.8,20,22.494487,0
"2803",110,6.4,20,250.863268,1
"2804",75,6.6,20,73.66101,1
"2805",20,5.3,20,23.292105,1
"2806",160,5.6,20,60.674817,1
"2807",70,6.5,20,103.365956,1
"2808",23,6.5,20,36.323505,1
"2809",15,7,20,9.39687,1
"2810",70,4.2,20,5.971336,0
"2811",26,7.6,20,5.463019,1
"2812",65,5.5,20,71.726025,0
"2813",90,6.7,20,59.952835,1
"2814",65,7.1,20,43.545364,1
"2815",100,5.1,20,75.030163,1
"2816",8.7,7.1,20,5.501616,1
"2817",21,7.8,20,4.398392,0
"2818",70,5.6,20,42.285169,1
"2819",2,6.5,20,1.985292,1
"2820",19,7.9,20,13.756082,1
"2821",12,7,20,27.829874,1
"2822",19.4,7.5,20,8.060487,0
"2823",38,7.6,20,40.137776,1
"2824",63,6,20,70.278893,1
"2825",15.5,6.5,20,7.77473,0
"2826",100,6.5,20,198.000317,1
"2827",40,7.3,20,81.612565,1
"2828",40,6.8,20,52.330111,1
"2829",90,7.1,20,33.602376,1
"2830",80,6.8,20,155.01934,1
"2831",6,7.7,20,17.605861,0
"2832",50,6.7,20,62.318875,1
"2833",149,6.6,20,64.665672,0
"2834",25,5.8,20,54.098051,0
"2835",15,7.6,20,31.567134,1
"2836",30,4.4,20,18.500966,1
"2837",10,7.3,20,5.490423,1
"2838",32,5.7,20,80.197993,0
"2839",15,7.4,20,17.50867,0
"2840",33,5.6,20,34.020814,0
"2841",40,7.1,20,57.789574,1
"2842",12,5.3,20,18.595716,1
"2843",40,3.7,20,23.643531,1
"2844",20,4.7,20,18.843314,1
"2845",17.5,6.3,20,19.185184,1
"2846",50,5.6,20,22.518325,0
"2847",25,5.5,20,54.607383,1
"2848",4,6.1,20,7.006708,1
"2849",28,5.4,20,17.324744,1
"2850",33,5.6,20,57.651794,1
"2851",45,5.1,20,90.71062,1
"2852",50,5.6,20,88.715192,1
"2853",4,6.7,20,10.525717,0
"2854",10,5.3,20,7.025803,1
"2855",21,4.8,20,0.480314,1
"2856",70,6.9,20,55.011732,1
"2857",15,5.1,20,47.860214,1
"2858",65,5.6,20,82.226474,1
"2859",10,7.3,20,3.960414,1
"2860",1,7.4,20,0.316996,1
"2861",35,4.3,20,11.631245,1
"2862",15,6.8,20,10.011274,0
"2863",55,6.2,20,7.221458,0
"2864",20,2.7,20,48.548426,1
"2865",13,7.3,20,4.857376,0
"2866",80,6.9,20,195.330621,1
"2867",5,7.4,20,24.138847,1
"2868",64,4.3,20,58.645052,1
"2869",17,7.4,20,6.855137,0
"2870",17,5.5,20,0.27538,0
"2871",40,5.1,20,0.652526,0
"2872",20,4.7,20,20.259297,1
"2873",30,5.1,20,22.530295,1
"2874",28,6.5,20,14.415222,1
"2875",30,6.9,20,38.432823,1
"2876",86,6,20,15.132763,0
"2877",9,5.1,20,23.08648,1
"2878",85,6.2,20,85.105259,1
"2879",1.5,5.7,20,0.155873,1
"2880",9,4.6,20,16.235293,1
"2881",18,6.5,20,0.188565,0
"2882",52,6.6,20,36.883539,1
"2883",50,5.8,20,48.751189,1
"2884",54,5.6,20,75.62811,1
"2885",60,6.6,20,13.082288,0
"2886",20,5,20,39.143839,1
"2887",60,6.1,20,36.280697,1
"2888",1,6.6,20,1.1,1
"2889",35,5.8,20,14.522427,0
"2890",45,7,20,6.566773,0
"2891",0.1,6.7,20,10.178331,1
"2892",12,6.2,20,6.754898,1
"2893",50,6.6,20,58.640119,1
"2894",30,6.7,20,34.742066,1
"2895",40,4.6,20,70.165972,1
"2896",12,4.7,20,84.500122,1
"2897",14,7,20,11.242801,1
"2898",30,7,20,2.975649,0
"2899",7,6.4,20,1.661464,1
"2900",6,5.1,20,63.25794,1
"2901",8,5.1,20,15.0328,1
"2902",50,6.9,20,1.000045,1
"2903",51,5.6,20,72.779,0
"2904",16.8,6.5,20,0.220914,1
"2905",13,7.1,20,1.173673,0
"2906",20,5.9,20,17.803796,1
"2907",12,5.5,20,28.435406,1
"2908",0.5,5,20,0.654132,1
"2909",6.5,5.8,20,13.367101,1
"2910",6,7.3,20,4.663809,0
"2911",60,5,20,28.426747,0
"2912",20,6.5,20,11.596143,1
"2913",3.7,6.5,20,0.144397,1
"2914",50,5.9,20,28.142535,1
"2915",20,6.3,20,13.395961,1
"2916",17,5.5,20,7.19183,1
"2917",45,6.4,20,38.360195,1
"2918",80,5.3,20,37.384046,0
"2919",13,7.1,20,1.150403,1
"2920",26,5.8,20,17.127992,1
"2921",13,6.3,20,10.99644,1
"2922",20,6.2,20,37.44218,1
"2923",18,6.7,20,0.418296,1
"2924",0.5,6.2,20,0.023,1
"2925",32,6.1,20,1.308696,1
"2926",15,6.2,20,20.998709,1
"2927",26,5.1,20,16.647384,1
"2928",8,6.7,20,0.29811,0
"2929",150,7.1,21,319.071806,1
"2930",25,8.1,21,74.283625,1
"2931",65,7.7,21,33.080084,1
"2932",70,7.7,21,38.634938,0
"2933",150,7.5,21,292.004738,0
"2934",61,7.2,21,47.003582,1
"2935",25,8.1,21,40.222514,1
"2936",15,8.1,21,18.352454,1
"2937",18,7.2,21,25.593755,1
"2938",19,7.7,21,20.300218,1
"2939",300,7.1,21,309.420425,1
"2940",20,7.6,21,121.463226,1
"2941",150,7.2,21,256.386216,1
"2942",30,7.5,21,31.655091,1
"2943",30,7.8,21,50.927067,0
"2944",258,6.2,21,336.530303,1
"2945",15,6.1,21,58.272029,1
"2946",75,6.7,21,118.871849,1
"2947",150,8,21,206.445654,1
"2948",30,7.5,21,3.904982,1
"2949",7.5,7.5,21,143.495265,1
"2950",15,6.5,21,1.29464,1
"2951",85,7.1,21,127.807262,1
"2952",180,6.1,21,70.107728,0
"2953",100,7.8,21,130.164645,1
"2954",50,7.4,21,52.898073,1
"2955",110,8.1,21,227.47107,1
"2956",150,6.2,21,82.161969,1
"2957",15,7,21,28.638916,0
"2958",30,7.1,21,53.695808,1
"2959",25,6.8,21,71.985628,1
"2960",30,7,21,148.734225,1
"2961",24,6.3,21,39.687694,0
"2962",110,7.2,21,134.529403,1
"2963",45,7.4,21,24.343673,1
"2964",53,7.6,21,25.031037,1
"2965",17,7.2,21,82.272442,1
"2966",110,5.2,21,115.802596,1
"2967",17.5,7.2,21,11.902715,1
"2968",10,5.5,21,17.609452,1
"2969",20,6.9,21,80.209692,1
"2970",32,6.4,21,35.193167,1
"2971",10,6.1,21,1.95942,1
"2972",140,6.2,21,140.125968,1
"2973",55,7.7,21,53.606916,1
"2974",160,6.1,21,320.706665,1
"2975",175,5.4,21,100.462298,1
"2976",12,7.4,21,5.972884,1
"2977",40,4.7,21,41.797066,1
"2978",20,6.2,21,16.809076,1
"2979",32,6.6,21,39.568996,1
"2980",10,5.9,21,63.300095,1
"2981",85,6.9,21,117.154724,1
"2982",150,6.1,21,126.631277,1
"2983",21,7.5,21,36.605602,0
"2984",45,7.4,21,93.466502,1
"2985",60,5.8,21,36.787257,1
"2986",0.015,6.3,21,107.91881,1
"2987",20,7.3,21,28.476219,1
"2988",75,7.4,21,183.135014,1
